Unique ID,TV Show Title,IMDB Rating,Start Year,End Year,TV Rating,Episode Run Time (min),Top Genres,Total Occ
tt2861424,Rick and Morty,9.2,2013, ,TV-14,23,"[' Adventure', ' Comedy']",2.0
tt13616990,Chainsaw Man,9.1,2022, ,TV-MA,,"[' Action', ' Adventure']",0.0
tt12590266,Cyberpunk: Edgerunners,8.4,2022, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt14986406,Bleach: Thousand-Year Blood War,9.6,2022, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt0096697,The Simpsons,8.7,1989, ,TV-14,22,[' Comedy'],5.0
tt0182576,Family Guy,8.2,1999, ,TV-MA,22,[' Comedy'],7.0
tt2560140,Attack on Titan,9.0,2013,2023,TV-MA,24,"[' Action', ' Adventure']",0.0
tt0388629,One Piece,8.9,1999, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt9184820,Star Trek: Lower Decks,7.4,2020, ,TV-14,25,"[' Action', ' Adventure']",3.0
tt0434665,Bleach,8.2,2004,2012,TV-14,24,"[' Action', ' Adventure']",0.0
tt1486217,Archer,8.6,2009, ,TV-MA,22,"[' Action', ' Comedy']",3.0
tt5626028,My Hero Academia,8.4,2016, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt11126994,Arcane,9.0,2021, ,TV-14,41,"[' Action', ' Adventure']",2.0
tt3398228,BoJack Horseman,8.8,2014,2020,TV-MA,25,"[' Comedy', ' Drama']",7.0
tt21107718,Oddballs,6.6,2022, ,TV-Y7,20,"[' Adventure', ' Comedy']",0.0
tt1561755,Bob's Burgers,8.2,2011, ,TV-14,22,[' Comedy'],4.0
tt14932528,Don't Hug Me I'm Scared,8.8,2022, ,TV-14,23,"[' Comedy', ' Horror']",0.0
tt9335498,Demon Slayer: Kimetsu no Yaiba,8.7,2019, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt9561862,"Love, Death & Robots",8.4,2019, ,TV-MA,15,"[' Short', ' Action']",0.0
tt0121955,South Park,8.7,1997, ,TV-14,22,[' Comedy'],11.0
tt13706018,SPY×FAMILY,8.6,2022, ,TV-14,24,"[' Action', ' Comedy']",0.0
tt15222080,Blue Lock,8.6,2022, ,TV-14,,"[' Action', ' Mystery']",0.0
tt7658402,Harley Quinn,8.5,2019, ,TV-14,23,"[' Action', ' Adventure']",3.0
tt8050756,The Owl House,8.3,2020,2022,TV-Y7-FV,22,"[' Action', ' Adventure']",4.0
tt12198014,Little Demon,6.7,2022, ,TV-MA,26,"[' Comedy', ' Horror']",0.0
tt5897304,Mob Psycho 100,8.6,2016, ,TV-14,24,"[' Action', ' Comedy']",0.0
tt0397306,American Dad!,7.4,2005, ,TV-MA,22,[' Comedy'],3.0
tt0417299,Avatar: The Last Airbender,9.3,2005,2008,TV-Y7-FV,23,"[' Action', ' Adventure']",0.0
tt2098220,Hunter x Hunter,9.0,2011,2014,TV-14,24,"[' Action', ' Adventure']",0.0
tt6741278,Invincible,8.7,2021, ,TV-MA,50,"[' Action', ' Adventure']",1.0
tt11680642,Pantheon,8.2,2022, ,TV-14,41,"[' Drama', ' Sci-Fi']",0.0
tt0149460,Futurama,8.5,1999,2023,TV-14,22,"[' Adventure', ' Comedy']",2.0
tt12343534,Jujutsu Kaisen,8.6,2020, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt0458290,Star Wars: The Clone Wars,8.4,2008,2020,TV-PG,23,"[' Action', ' Adventure']",0.0
tt8910922,Solar Opposites,8.0,2020, ,TV-MA,22,"[' Comedy', ' Sci-Fi']",2.0
tt0118375,King of the Hill,7.5,1997,2010,TV-14,30,"[' Comedy', ' Drama']",2.0
tt0988824,Naruto: Shippûden,8.7,2007,2017,TV-PG,24,"[' Action', ' Adventure']",0.0
tt0877057,Death Note,9.0,2006,2007,TV-14,24,"[' Crime', ' Drama']",0.0
tt6524350,Big Mouth,7.9,2017, ,TV-MA,30,"[' Comedy', ' Romance']",8.0
tt0409591,Naruto,8.4,2002,2007,TV-PG,24,"[' Action', ' Adventure']",0.0
tt7678620,Bluey,9.7,2018, ,TV-Y,7,[' Family'],0.0
tt0206512,SpongeBob SquarePants,8.2,1999, ,TV-Y7,23,"[' Comedy', ' Family']",1.0
tt2359704,JoJo's Bizarre Adventure,8.4,2012, ,TV-14,30,"[' Action', ' Adventure']",0.0
tt1865718,Gravity Falls,8.9,2012,2016,TV-Y7,23,"[' Action', ' Adventure']",2.0
tt1355642,Fullmetal Alchemist: Brotherhood,9.1,2009,2010,TV-14,24,"[' Action', ' Adventure']",0.0
tt11247158,The Legend of Vox Machina,8.4,2022, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt1305826,Adventure Time,8.6,2010,2018,TV-PG,11,"[' Action', ' Adventure']",3.0
tt2580046,Miraculous: Tales of Ladybug & Cat Noir,7.6,2015, ,TV-Y7,20,"[' Action', ' Adventure']",0.0
tt14825954,Exception,6.5,2022, ,TV-MA,30,"[' Drama', ' Horror']",0.0
tt0214341,Dragon Ball Z,8.8,1989,1996,TV-PG,24,"[' Action', ' Adventure']",0.0
tt7441658,Black Clover,8.3,2017,2021,TV-PG,24,"[' Action', ' Adventure']",0.0
tt10168312,What If...?,7.4,2021, ,TV-14,32,"[' Action', ' Adventure']",0.0
tt10332508,Primal,8.7,2019, ,TV-MA,22,"[' Action', ' Adventure']",0.0
tt4508902,One Punch Man,8.7,2015,2019,TV-PG,24,"[' Action', ' Comedy']",0.0
tt13623148,I Am Groot,6.7,2022, ,TV-PG,4,"[' Short', ' Action']",0.0
tt4163486,Bee and PuppyCat,8.2,2013, ,TV-PG,7,"[' Short', ' Action']",1.0
tt10233448,Vinland Saga,8.8,2019, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt6517102,Castlevania,8.3,2017,2021,TV-MA,23,"[' Action', ' Adventure']",4.0
tt0103359,Batman: The Animated Series,9.0,1992,1995,TV-PG,23,"[' Action', ' Adventure']",0.0
tt2930604,Star Wars: Rebels,8.0,2014,2018,TV-Y7-FV,22,"[' Action', ' Adventure']",0.0
tt6342474,Boruto: Naruto Next Generations,6.8,2017, ,TV-14,23,"[' Action', ' Adventure']",0.0
tt12708542,Star Wars: The Bad Batch,7.8,2021, ,TV-PG,,"[' Action', ' Adventure']",0.0
tt0213338,Cowboy Bebop,8.9,1998,1999,TV-14,24,"[' Action', ' Adventure']",0.0
tt12642764,Dead End: Paranormal Park,6.7,2022, ,TV-Y7,30,"[' Adventure', ' Comedy']",0.0
tt1710308,Regular Show,8.5,2009,2017,TV-PG,23,"[' Action', ' Adventure']",0.0
tt13351446,Spirit Rangers,8.1,2022, ,TV-Y,22,"[' Action', ' Adventure']",0.0
tt0168366,Pokémon,7.5,1997, ,TV-Y7,24,"[' Action', ' Adventure']",0.0
tt20859904,Beavis and Butt-Head,8.6,2022, ,TV-14,11,"[' Comedy', ' Music']",0.0
tt16358754,The Wheel of Time: Origins,7.0,2021, ,TV-14,3,"[' Drama', ' Fantasy']",0.0
tt9140632,The Great North,6.6,2021, ,TV-14,21,[' Comedy'],2.0
tt0373732,The Boondocks,8.5,2005,2014,TV-MA,22,"[' Action', ' Comedy']",1.0
tt0318871,Berserk,8.7,1997,1998,TV-14,23,"[' Action', ' Adventure']",0.0
tt4644488,Dragon Ball Super,8.3,2015,2018,TV-PG,24,"[' Action', ' Adventure']",0.0
tt10650946,Ninjago,8.0,2019, ,TV-Y7-FV,11,"[' Action', ' Adventure']",0.0
tt1660055,Scooby-Doo! Mystery Incorporated,8.1,2010,2013,TV-Y7-FV,23,"[' Adventure', ' Comedy']",1.0
tt0112159,Neon Genesis Evangelion,8.5,1995,1996,TV-MA,24,"[' Action', ' Drama']",0.0
tt14115938,The Eminence in Shadow,7.7,2022, ,,,"[' Action', ' Comedy']",0.0
tt10231312,Inside Job,7.6,2021, ,TV-PG,30,"[' Comedy', ' Fantasy']",0.0
tt7263328,Classroom of the Elite,7.7,2017, ,TV-14,24,[' Thriller'],0.0
tt7222086,Made in Abyss,8.4,2017, ,TV-14,325,"[' Action', ' Adventure']",0.0
tt8688814,The Dragon Prince,8.4,2018, ,TV-Y7,26,"[' Action', ' Adventure']",5.0
tt0434706,Monster,8.7,2004,2005,TV-14,24,"[' Crime', ' Drama']",0.0
tt3398540,Haikyu!!,8.7,2014,2020,TV-14,24,"[' Comedy', ' Drama']",0.0
tt1695360,The Legend of Korra,8.4,2012,2014,TV-PG,23,"[' Action', ' Adventure']",4.0
tt5363918,Disenchantment,7.2,2018, ,TV-MA,30,"[' Action', ' Adventure']",3.0
tt0852863,Phineas and Ferb,8.1,2007,2015,TV-G,15,"[' Short', ' Action']",0.0
tt11981568,Cars on the Road,7.0,2022, ,TV-G,,"[' Adventure', ' Comedy']",0.0
tt0988818,Gintama,8.7,2005,2021,TV-14,25,"[' Action', ' Comedy']",0.0
tt1942683,The Amazing World of Gumball,8.3,2011,2019,TV-Y7-FV,11,"[' Short', ' Adventure']",0.0
tt3061046,Steven Universe,8.2,2013,2020,TV-PG,11,"[' Action', ' Adventure']",11.0
tt4869896,Overlord,7.7,2015, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt3121722,PAW Patrol,6.1,2013, ,TV-Y,23,"[' Adventure', ' Comedy']",0.0
tt13196080,Tokyo Revengers,8.1,2021, ,TV-14,24,"[' Action', ' Drama']",0.0
tt1641384,Young Justice,8.7,2010,2022,TV-PG,23,"[' Action', ' Adventure']",7.0
tt13854248,The Legend of Hanuman,9.1,2021, ,,25,[],0.0
tt8129006,Central Park,6.8,2020, ,TV-PG,25,"[' Comedy', ' Musical']",0.0
tt8101850,Undone,8.2,2019, ,TV-MA,23,"[' Drama', ' Fantasy']",0.0
tt9795876,Star Trek: Prodigy,7.1,2021, ,TV-Y7,24,"[' Action', ' Adventure']",1.0
tt10862280,Spidey and His Amazing Friends,5.9,2021, ,TV-Y7,22,"[' Action', ' Adventure']",0.0
tt4326894,F Is for Family,8.0,2015,2021,TV-MA,30,"[' Comedy', ' Drama']",4.0
tt0343314,Teen Titans,7.9,2003,2006,TV-Y7-FV,23,"[' Action', ' Adventure']",0.0
tt0994314,Code Geass,8.7,2006,2008,TV-14,24,"[' Action', ' Drama']",0.0
tt10691770,Helluva Boss,8.1,2019, ,TV-MA,12,"[' Comedy', ' Crime']",4.0
tt0760437,Ben 10,7.4,2005,2008,TV-Y7-FV,30,"[' Action', ' Adventure']",0.0
tt10436228,Jurassic World: Camp Cretaceous,7.5,2020,2022,TV-PG,24,"[' Action', ' Adventure']",0.0
tt9522300,Kaguya-sama: Love is War,8.6,2019, ,TV-14,24,"[' Comedy', ' Romance']",0.0
tt15686254,Summer Time Rendering,8.4,2022, ,TV-14,25,"[' Action', ' Drama']",0.0
tt6317068,Final Space,8.2,2018,2021,TV-14,30,"[' Action', ' Adventure']",3.0
tt1910272,Steins;Gate,8.8,2011,2015,TV-14,24,"[' Comedy', ' Drama']",0.0
tt0220880,Courage the Cowardly Dog,8.3,1999,2002,TV-Y7,11,"[' Adventure', ' Comedy']",0.0
tt0437745,Robot Chicken,7.7,2001, ,TV-14,11,"[' Short', ' Adventure']",0.0
tt7165904,Big City Greens,7.4,2018, ,TV-Y7,22,"[' Adventure', ' Comedy']",2.0
tt15765670,My Dress-Up Darling,8.1,2022, ,TV-14,24,"[' Comedy', ' Romance']",0.0
tt8050740,Amphibia,8.2,2019,2022,TV-Y7,23,"[' Action', ' Adventure']",2.0
tt15975122,Call of the Night,7.6,2022, ,TV-14,23,"[' Comedy', ' Fantasy']",0.0
tt1871731,Ninjago: Masters of Spinjitzu,7.3,2011,2019,TV-Y7,30,"[' Action', ' Adventure']",0.0
tt0235918,Fairly OddParents,7.2,2001,2017,TV-Y7,30,"[' Adventure', ' Comedy']",0.0
tt4859164,The Loud House,7.0,2014, ,TV-Y7,22,"[' Short', ' Adventure']",7.0
tt0278238,Samurai Jack,8.5,2001,2017,TV-MA,25,"[' Action', ' Adventure']",0.0
tt2771780,Teen Titans Go!,5.4,2013, ,TV-PG,10,"[' Short', ' Action']",0.0
tt3909224,Nanatsu no taizai,7.9,2014,2021,TV-14,24,"[' Action', ' Adventure']",0.0
tt2250192,Sword Art Online,7.6,2012, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt0426769,Peppa Pig,6.3,2004, ,TV-Y,9,"[' Adventure', ' Comedy']",0.0
tt17736234,"Bastard!! Heavy Metal, Dark Fantasy",6.5,2022, ,TV-MA,25,"[' Action', ' Adventure']",0.0
tt11092142,Human Resources,7.2,2022, ,TV-MA,30,"[' Comedy', ' Romance']",0.0
tt16549788,The Guardians of Justice (Will Save You!),4.9,2022, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt8788458,The Promised Neverland,8.3,2019,2021,TV-14,23,"[' Action', ' Adventure']",0.0
tt8456094,Scooby-Doo and Guess Who?,7.3,2019,2021,TV-PG,22,"[' Adventure', ' Comedy']",0.0
tt1877889,Teenage Mutant Ninja Turtles,7.9,2012,2017,TV-Y7-FV,24,"[' Action', ' Adventure']",0.0
tt12074628,Smiling Friends,8.5,2020, ,TV-MA,12,"[' Short', ' Comedy']",0.0
tt1528406,Fairy Tail,7.9,2009,2019,TV-14,24,"[' Action', ' Adventure']",0.0
tt11650736,The Prince,5.6,2021),(2021,TV-MA,14,[' Comedy'],0.0
tt14069590,Dota: Dragon's Blood,7.8,2021, ,TV-MA,25,"[' Action', ' Adventure']",1.0
tt0421482,Winx Club,6.1,2004,2019,TV-Y7,25,"[' Action', ' Adventure']",0.0
tt13293588,Mushoku Tensei: Jobless Reincarnation,8.4,2021, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt5531466,DuckTales,8.3,2017,2021,TV-Y,21,"[' Action', ' Adventure']",3.0
tt9679542,Dr. Stone,8.1,2019, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt0103584,X-Men: The Animated Series,8.5,1992,1997,TV-Y7,23,"[' Action', ' Adventure']",0.0
tt6905542,The Dark Crystal: Age of Resistance,8.4,2019),(2019,TV-PG,60,"[' Adventure', ' Drama']",0.0
tt0105950,Beavis and Butt-Head,7.5,1993, ,TV-14,15,"[' Comedy', ' Music']",0.0
tt8235236,Paradise PD,6.8,2018,2022,TV-MA,28,"[' Action', ' Comedy']",1.0
tt3358020,Parasyte: The Maxim,8.3,2014,2015,TV-MA,22,"[' Action', ' Drama']",0.0
tt15433166,Mobile Suit Gundam: The Witch from Mercury,8.1,2022, ,TV-14,,"[' Action', ' Sci-Fi']",0.0
tt14118188,Monster High,8.1,2022, ,,,"[' Comedy', ' Family']",0.0
tt0278866,Kim Possible,7.2,2002,2023,TV-G,30,"[' Action', ' Adventure']",0.0
tt2230051,High School DxD,7.6,2012,2018,TV-MA,23,"[' Action', ' Comedy']",0.0
tt22174464,Housing Complex C,6.9,2022, ,TV-14,26,"[' Horror', ' Mystery']",0.0
tt6601082,Rise of the Teenage Mutant Ninja Turtles,5.2,2018,2020,TV-Y7-FV,22,"[' Action', ' Adventure']",0.0
tt6357658,Baki,6.7,2018,2020,TV-MA,45,"[' Action', ' Drama']",0.0
tt5607616,"Re: Zero, Starting Life in Another World",8.1,2016, ,TV-14,24,"[' Adventure', ' Drama']",0.0
tt9304350,Fruits Basket,8.6,2019,2021,TV-14,24,"[' Comedy', ' Drama']",0.0
tt22445494,Berserk: The Golden Age Arc - Memorial Edition,8.7,2022, ,,,"[' Action', ' Adventure']",0.0
tt0096707,The Super Mario Bros. Super Show!,6.2,1989),(1989,TV-Y7,30,"[' Action', ' Adventure']",0.0
tt2758770,Star vs. the Forces of Evil,8.0,2015,2023,TV-Y7,22,"[' Short', ' Action']",1.0
tt3837246,Assassination Classroom,8.0,2013,2016,TV-14,23,"[' Action', ' Comedy']",0.0
tt1751105,My Little Pony: Friendship Is Magic,7.7,2010,2020,TV-Y,22,"[' Adventure', ' Comedy']",5.0
tt3895150,Your Lie in April,8.6,2014,2015,TV-PG,23,"[' Comedy', ' Drama']",0.0
tt10611608,The Cuphead Show!,7.4,2022, ,TV-Y7,12,"[' Short', ' Action']",0.0
tt21345876,Shinobi no Ittoki,8.1,2022, ,,,[' Action'],0.0
tt0112175,Spider-Man: The Animated Series,8.4,1994,1998,TV-Y,23,"[' Action', ' Adventure']",0.0
tt16350094,The Boys Presents: Diabolical,6.9,2022, ,TV-MA,14,"[' Short', ' Action']",0.0
tt0784896,Mickey Mouse Clubhouse,5.7,2006,2016,TV-Y,30,"[' Adventure', ' Comedy']",0.0
tt10826054,Masters of the Universe: Revelation,5.4,2021),(2021,TV-PG,25,"[' Action', ' Adventure']",0.0
tt12063450,To Your Eternity,8.5,2021, ,TV-MA,25,"[' Adventure', ' Drama']",0.0
tt15792808,Aoashi,8.2,2022, ,TV-14,24,"[' Comedy', ' Drama']",0.0
tt0417373,The Venture Bros.,8.6,2003,2018,TV-MA,22,"[' Action', ' Adventure']",4.0
tt0101188,Rugrats,7.5,1991,2006,TV-Y,30,"[' Adventure', ' Comedy']",0.0
tt7216636,Hazbin Hotel,7.7,2019, ,TV-MA,32,"[' Comedy', ' Crime']",4.0
tt6025022,Justice League Unlimited,8.7,2004,2006,TV-Y7-FV,23,"[' Action', ' Adventure']",0.0
tt0249327,Yu-Gi-Oh!,7.3,I) (2000,2006,TV-Y,24,"[' Action', ' Adventure']",0.0
tt5847454,Berserk,6.8,2016,2017,TV-MA,24,"[' Action', ' Adventure']",0.0
tt4728568,Is It Wrong to Try to Pick Up Girls in a Dungeon?,7.4,2015, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt7745956,She-Ra and the Princesses of Power,8.0,2018,2020,TV-Y7-FV,30,"[' Action', ' Adventure']",19.0
tt2348803,Kuroko's Basketball,8.3,2012,2015,TV-14,24,"[' Comedy', ' Sport']",0.0
tt11639414,The Midnight Gospel,8.2,2020),(2020,TV-MA,23,"[' Adventure', ' Comedy']",0.0
tt13330286,Hamster & Gretel,6.6,2022, ,TV-Y7,11,"[' Action', ' Adventure']",0.0
tt8225204,Golden Kamuy,8.1,2018, ,TV-MA,24,"[' Action', ' Adventure']",0.0
tt0175058,The Powerpuff Girls,7.3,1998,2007,TV-Y7-FV,30,"[' Action', ' Adventure']",0.0
tt18561422,Vermeil in Gold: A Desperate Magician Barges Into the Magical World Alongside the Strongest Calamity,6.5,2022, ,,24,"[' Comedy', ' Fantasy']",0.0
tt1622696,Ben 10: Ultimate Alien,7.6,2010,2012,TV-Y7,22,"[' Action', ' Adventure']",0.0
tt9307686,Fire Force,7.6,2019, ,TV-14,23,"[' Action', ' Drama']",0.0
tt9054364,That Time I Got Reincarnated as a Slime,8.2,2018, ,TV-PG,25,"[' Action', ' Adventure']",0.0
tt6928178,Monster High,7.4,2010,2017,TV-Y7-FV,2,"[' Comedy', ' Fantasy']",0.0
tt0131179,Detective Conan,8.5,1996, ,TV-14,25,"[' Action', ' Comedy']",0.0
tt0275137,Justice League,8.6,2001,2004,TV-PG,22,"[' Action', ' Adventure']",0.0
tt0108783,Gargoyles,8.1,1994,1996,TV-Y7,30,"[' Action', ' Adventure']",4.0
tt2379308,Psycho-Pass,8.2,2012, ,TV-MA,25,"[' Action', ' Crime']",0.0
tt2136138,Sofia the First,6.9,2012,2018,TV-Y,22,"[' Adventure', ' Family']",0.0
tt9327706,Calls,7.7,2021, ,TV-MA,12,"[' Drama', ' Horror']",0.0
tt16755706,Lycoris Recoil,7.7,2022, ,TV-14,24,"[' Action', ' Comedy']",0.0
tt0163929,Blue's Clues,6.9,1996,2020,TV-Y,25,"[' Comedy', ' Family']",0.0
tt0115200,Hey Arnold!,7.6,1996,2004,TV-Y7,15,"[' Comedy', ' Drama']",2.0
tt11448214,Rent-a-Girlfriend,7.2,2020, ,TV-14,23,"[' Comedy', ' Romance']",0.0
tt0297494,Aqua Teen Hunger Force,7.7,2000,2015,TV-MA,15,[' Comedy'],0.0
tt0421357,Fullmetal Alchemist,8.5,2003,2004,TV-PG,24,"[' Action', ' Adventure']",0.0
tt13718450,86,8.2,2021,2022,TV-14,24,"[' Action', ' Drama']",0.0
tt14134334,My Little Pony: Make Your Mark,6.2,2022, ,TV-Y,22,"[' Adventure', ' Comedy']",0.0
tt13622982,Star Wars: Visions,7.0,2021, ,TV-PG,,"[' Action', ' Adventure']",0.0
tt2404499,Kingdom,8.5,2012, ,TV-MA,,"[' Action', ' Drama']",0.0
tt1192169,Ben 10: Alien Force,7.3,2008,2010,TV-Y7,22,"[' Action', ' Adventure']",0.0
tt1173427,Total Drama,7.4,2007,2014,TV-PG,22,"[' Action', ' Comedy']",0.0
tt0115157,Dexter's Laboratory,7.9,1996,2003,TV-G,23,"[' Short', ' Adventure']",0.0
tt3742982,Akame ga Kill!,7.8,2014),(2014,TV-MA,24,"[' Action', ' Adventure']",0.0
tt9529546,The Rising of the Shield Hero,8.0,2019, ,TV-14,24,"[' Action', ' Adventure']",0.0
tt0290223,Inuyasha,7.9,2000,2004,TV-14,24,"[' Action', ' Adventure']",0.0
tt0962826,Black Lagoon,7.9,2006),(2006,TV-MA,25,"[' Action', ' Adventure']",0.0
tt0306274,"What's New, Scooby-Doo?",7.2,2002,2006,TV-Y7,30,"[' Adventure', ' Comedy']",0.0
tt1195935,The Cleveland Show,5.6,2009,2013,TV-PG,22,"[' Adventure', ' Comedy']",3.0
tt0147746,Batman Beyond,8.1,1999,2001,TV-Y7,23,"[' Action', ' Adventure']",0.0
tt13409432,Ranking of Kings,8.6,2021, ,TV-14,23,"[' Action', ' Adventure']",0.0
tt0423731,Samurai Champloo,8.6,2004,2005,TV-MA,24,"[' Action', ' Adventure']",0.0
tt9165438,Gabby's Dollhouse,7.2,2021, ,TV-Y,24,"[' Short', ' Adventure']",0.0
tt13622958,Baymax!,7.0,2022, ,TV-PG,12,"[' Short', ' Action']",0.0
tt14626352,Komi Can't Communicate,7.8,2021, ,TV-14,24,"[' Comedy', ' Drama']",0.0
tt9359796,Blade Runner: Black Lotus,6.2,2021, ,TV-14,,"[' Action', ' Drama']",0.0
tt8993398,Rascal Does Not Dream of Bunny Girl Senpai,8.1,2018, ,TV-PG,24,"[' Drama', ' Fantasy']",0.0
tt0280249,Dragon Ball,8.6,1995,2003,TV-14,24,"[' Action', ' Adventure']",0.0
tt8690728,Goblin Slayer,7.5,2018, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt0398417,The Batman,7.3,2004,2008,TV-Y7,22,"[' Action', ' Adventure']",0.0
tt4839610,We Bare Bears,7.9,2014,2019,TV-PG,30,"[' Adventure', ' Comedy']",0.0
tt5679720,Bungou Stray Dogs,7.8,2016, ,TV-14,24,"[' Action', ' Comedy']",0.0
tt1734135,Trollhunters: Tales of Arcadia,8.4,2016,2018,TV-Y7,23,"[' Action', ' Adventure']",0.0
tt13103134,Horimiya,8.1,I) (2021, ,TV-14,24,"[' Comedy', ' Drama']",0.0
tt9458304,Dororo,8.3,2019),(2019,Not Rated,30,"[' Action', ' Adventure']",0.0
tt13292830,Batwheels,8.0,2022, ,TV-Y7,,"[' Action', ' Adventure']",0.0
tt19875850,Tekken: Bloodline,6.6,2022, ,TV-14,22,"[' Action', ' Adventure']",0.0
tt0169414,Arthur,7.4,1996,2022,TV-Y,30,"[' Short', ' Adventure']",1.0
tt7865090,Darling in the Franxx,7.4,2018),(2018,TV-14,24,"[' Action', ' Drama']",0.0
tt6994156,Close Enough,7.8,2020,2022,TV-14,23,"[' Action', ' Adventure']",0.0
tt8146754,Infinity Train,8.4,I) (2019,2021,TV-PG,11,"[' Action', ' Adventure']",0.0
tt0318913,Teenage Mutant Ninja Turtles,7.8,2003,2010,TV-Y7,30,"[' Action', ' Adventure']",0.0
tt8036272,Tuca & Bertie,7.4,2019,2022,TV-MA,26,[' Comedy'],2.0
tt6905458,The Shivering Truth,8.1,2018, ,TV-MA,11,"[' Comedy', ' Fantasy']",0.0
tt0185133,Yu Yu Hakusho: Ghost Files,8.5,1992,1995,TV-PG,24,"[' Action', ' Adventure']",0.0
tt18214248,Abominable and the Invisible City,7.5,2022, ,,,"[' Adventure', ' Comedy']",0.0
tt14272628,Super Crooks,7.1,2021, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt1722512,Ultimate Spider-Man,7.2,2012,2017,TV-Y7,23,"[' Action', ' Adventure']",0.0
tt0111873,Æon Flux,7.8,1991,1995,TV-MA,30,"[' Adventure', ' Sci-Fi']",0.0
tt0118298,Daria,8.1,1997,2002,TV-PG,30,"[' Comedy', ' Drama']",0.0
tt8610082,Monsters at Work,7.0,2021, ,TV-G,22,"[' Adventure', ' Comedy']",0.0
tt15788548,Firebuds,7.0,2022, ,TV-Y,23,"[' Short', ' Action']",0.0
tt12464182,Uzaki-chan Wants to Hang Out!,6.9,2020, ,TV-14,24,"[' Comedy', ' Drama']",0.0
tt7713450,Craig of the Creek,7.4,2018, ,TV-Y7,30,"[' Short', ' Adventure']",9.0
tt0126170,Recess,7.9,1997,2001,TV-Y,23,"[' Adventure', ' Comedy']",0.0
tt10009170,Blood of Zeus,7.5,2020, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt7131720,Kakegurui,7.2,2017,2019,TV-14,24,"[' Drama', ' Mystery']",0.0
tt3793630,The Lion Guard,6.4,2015,2022,TV-Y,30,"[' Action', ' Adventure']",0.0
tt2293002,Ben 10: Omniverse,6.1,2012,2014,TV-Y7,22,"[' Action', ' Adventure']",0.0
tt11755260,The Daily Life of the Immortal King,7.2,2020, ,TV-14,18,"[' Action', ' Adventure']",0.0
tt18783984,Kung Fu Panda: The Dragon Knight,5.9,2022, ,TV-Y7,24,"[' Action', ' Adventure']",0.0
tt0976192,The Spectacular Spider-Man,8.3,2008,2009,TV-Y7,23,"[' Action', ' Adventure']",0.0
tt0292800,The Grim Adventures of Billy & Mandy,7.7,2001,2007,TV-Y7-FV,30,"[' Adventure', ' Comedy']",0.0
tt3114390,KILL la KILL,7.9,2013,2014,TV-14,25,"[' Action', ' Comedy']",0.0
tt4731072,Food Wars,8.1,2015, ,TV-14,24,"[' Comedy', ' Drama']",0.0
tt2022713,Brickleberry,7.3,2012,2015,TV-MA,22,[' Comedy'],1.0
tt2622982,The Devil Is a Part-Timer!,7.6,2013, ,TV-14,24,"[' Action', ' Comedy']",0.0
tt16231800,"More Than a Married Couple, But Not Lovers.",8.6,2022, ,,,"[' Comedy', ' Drama']",0.0
tt0118475,Spawn,8.1,1997,1999,TV-MA,30,"[' Action', ' Adventure']",0.0
tt0103369,Sailor Moon,7.7,1992,1997,TV-PG,30,"[' Action', ' Adventure']",0.0
tt0259141,Jackie Chan Adventures,7.4,2000,2005,TV-Y7,30,"[' Action', ' Adventure']",0.0
tt6688750,Puppy Dog Pals,6.9,2017, ,TV-Y,24,"[' Short', ' Adventure']",0.0
tt15219320,Uncle from Another World,7.4,2022, ,TV-MA,24,"[' Comedy', ' Fantasy']",0.0
tt11043632,Beastars,7.7,2019, ,TV-MA,23,"[' Crime', ' Drama']",0.0
tt0426719,Hunter x Hunter,8.6,1999,2001,TV-PG,23,"[' Action', ' Adventure']",0.0
tt8433216,Super Dragon Ball Heroes,6.8,2018, ,TV-PG,10,"[' Action', ' Adventure']",0.0
tt14589904,Farzar,5.6,2022, ,TV-MA,30,"[' Action', ' Adventure']",0.0
tt9000424,Blue's Clues & You,7.0,2019, ,TV-G,,"[' Adventure', ' Comedy']",0.0
tt6385540,Hilda,8.5,2018, ,TV-Y7,24,"[' Adventure', ' Comedy']",0.0
tt0965404,Bubble Guppies,6.4,2011,2022,TV-Y,24,"[' Short', ' Adventure']",0.0
tt21329138,Rosie's Rules,9.0,2022),(2022,TV-Y,,[],0.0
tt0101178,The Ren & Stimpy Show,7.5,1991,1996,TV-Y7,30,"[' Adventure', ' Comedy']",2.0
